Structure,HOMO,LUMO,dipolemoment,H_T1_S1,H_T1_S0,f,emission_energy,density_Pt,CT_S1,R_EH _S1a,LAMBDA_S1,R_EH _S1b,CT_S2,R_EH _S2a,LAMBDA_S2,R_EH _S2b,CT_S3,R_EH _S3a,LAMBDA_S3,R_EH _S3b,CT_T1,R_EH _T1a,LAMBDA_T1,R_EH _T1b,CT_T2,R_EH _T2a,LAMBDA_T2,R_EH _T2b,CT_T3,R_EH _T3a,LAMBDA_T3,R_EH _T3b,coor_bond_type (1),coor_bond_type (2),coor_bond_type (3),coor_bond_type (4),coor_bond_length (1),coor_bond_length (2),coor_bond_length (3),coor_bond_length (4),density_coor (1),density_coor (2),density_coor (3),density_coor (4),Calc_Kr,Calc_lambda,refractive_index,E_T(30),E_T^N,Quantum Yield,Exp. Kr,lambda,Exp. lifetime,,Refer,,,Note
LT_49,-0.207823247,-0.096694842,7.20087555,16.69,81.57,0.002711,2.23522,1357670.434,0.9628,0.3337,7.0756,6.2278,0.9473,0.4152,5.4306,2.9773,0.9465,0.277,7.0021,6.9218,0.9089,0.3402,6.17,5.9371,0.8519,0.404,4.7238,2.5621,0.7822,0.4957,4.9982,3.1164,1,2,2,3,1.912127611,2.041164864,2.057036704,2.089402307,126.62374,205.28804,205.36459,312.58601,679186.9052,554.7552366,1.4448,40.7,0.309,,,,,,,,,
LT_5,-0.209785885,-0.094064791,7.51795531,15.61,64.72,0.002093,2.3095,1357670.677,0.9587,0.3574,6.843,5.6498,0.952,0.4098,5.5455,3.4141,0.9202,0.4415,6.2295,3.9418,0.8934,0.3747,5.9025,5.0914,0.8595,0.4307,4.847,2.5508,0.7923,0.5169,5.173,3.0048,1,2,2,3,1.912804486,2.040081616,2.055387555,2.097031473,126.62491,205.28899,205.36143,312.59341,573951.6328,536.9127517,1.4448,40.7,0.309,,,,,,,,,
LT_50,-0.207671486,-0.091408039,5.15207338,12.41,159.73,0.0008353,2.18777,1357669.37,0.947,0.4529,5.5277,3.3737,0.9673,0.3033,6.7346,5.4473,0.9629,0.2486,5.6033,3.712,0.8841,0.4531,5.0302,3.3829,0.8176,0.405,5.1385,2.5375,0.8483,0.4131,5.0447,2.255,1,2,2,3,1.918546846,2.016089284,2.087332748,2.138337906,126.62525,205.31435,205.34263,312.55824,259964.6682,566.7871851,1.4448,40.7,0.309,,,,,,,,,
LT_51,-0.20855563,-0.101699364,6.49793566,18.26,142.62,0.002009,2.13122,1357670.044,0.9615,0.3392,7.169,5.9787,0.953,0.322,7.0081,5.2445,0.9565,0.4168,6.1152,1.9709,0.9117,0.3462,6.3676,5.7052,0.8562,0.4095,5.066,2.0652,0.8595,0.4042,6.0273,3.059,1,2,2,3,1.909840307,2.044114967,2.060227172,2.082234137,126.62358,205.28649,205.36892,312.41377,439023.1858,581.8263717,1.4448,40.7,0.309,,,,,,,,,
LT_52,-0.208968417,-0.101537467,6.64609176,16.25,138.94,0.001546,2.14705,1357670.138,0.9617,0.3385,7.1657,5.9889,0.9518,0.3179,6.9436,5.2646,0.957,0.4115,6.1484,2.0096,0.9103,0.3451,6.344,5.7107,0.8555,0.4055,5.0361,2.2058,0.8598,0.3954,6.0501,3.3718,1,2,2,3,1.90921057,2.044472793,2.060269157,2.080321129,126.62308,205.28566,205.36789,312.51928,321717.2011,577.53662,1.4448,40.7,0.309,,,,,,,,,
LT_53,-0.208301372,-0.0968515,6.60575529,14.28,121.23,0.002626,2.20788,1357670.483,0.9546,0.3671,6.8727,5.464,0.9402,0.43,5.5529,1.8728,0.9604,0.3429,7.2199,5.0899,0.8948,0.3717,6.0185,5.1704,0.8496,0.4308,4.8096,1.7109,0.8146,0.4687,5.4352,2.7599,1,2,2,3,1.907686819,2.043194558,2.06008495,2.07814244,126.62271,205.28802,205.36446,312.58051,688187.8805,561.624726,1.4448,40.7,0.309,,,,,,,,,
LT_54,-0.207999368,-0.091994642,5.14458445,11.95,154.61,0.001044,2.18207,1357669.547,0.9474,0.4525,5.5292,3.3878,0.9682,0.3017,6.7436,5.4502,0.9654,0.2397,5.6198,3.7715,0.8852,0.4527,5.0378,3.3954,0.8127,0.4111,5.0906,2.3145,0.8536,0.4089,5.1161,2.3526,1,2,2,3,1.918917924,2.015823653,2.08920224,2.138054489,126.62495,205.31396,205.34153,312.51139,246803.101,568.2677458,1.4448,40.7,0.309,,,,,,,,,
LT_55,-0.207560034,-0.090973561,8.51128868,13.29,157.99,0.001129,2.19408,1357670.037,0.946,0.4572,5.5346,3.2414,0.9645,0.3108,6.703,5.3296,0.9375,0.3756,5.5177,2.9227,0.883,0.4552,5.0263,3.2708,0.7782,0.4254,4.6903,0.8174,0.8807,0.3467,5.4687,4.1339,1,2,2,3,1.917826635,2.015082132,2.089658824,2.136730914,126.62699,205.31432,205.34193,312.43226,261152.6304,565.1571501,1.4448,40.7,0.309,,,,,,,,,
LT_6,-0.209163819,-0.096906316,6.23028439,20.21,76.08,0.001688,2.26667,1357670.293,0.9668,0.3218,7.1279,6.2392,0.9535,0.394,5.5232,3.6352,0.916,0.4159,6.0968,4.4423,0.9151,0.3384,6.2889,5.7795,0.8509,0.4246,4.7909,2.7774,0.7701,0.5389,4.7506,3.192,1,2,2,3,1.918004432,2.041131304,2.052809051,2.100488039,126.62415,205.2888,205.36292,312.56946,501342.5119,547.058019,1.4448,40.7,0.309,,,,,,,,,
LT_7,-0.208335195,-0.08851161,4.47480285,7,151.49,0.0005644,2.28213,1357669.54,0.947,0.4459,5.4591,3.5501,0.9506,0.3627,6.0645,4.7961,0.8507,0.5264,4.9598,1.968,0.8832,0.4498,5.0036,3.4685,0.8123,0.4561,4.8836,2.7437,0.7909,0.5327,4.4266,1.0366,1,2,2,3,1.919414494,2.015683507,2.095948473,2.133732411,126.62304,205.31024,205.35322,312.59261,187313.2606,543.3520439,1.4448,40.7,0.309,,,,,,,,,
LT_8,-0.208710692,-0.089100995,7.46900438,8.18,155.99,0.0003717,2.25772,1357669.611,0.9455,0.4374,5.3675,3.638,0.9477,0.3619,5.9864,4.677,0.8475,0.493,4.7242,2.3965,0.8759,0.4374,4.8214,3.5986,0.7603,0.5145,4.3174,1.3659,0.8391,0.4403,4.7233,2.2458,1,2,2,3,1.921888134,2.014522524,2.094305135,2.13773104,126.62153,205.31295,205.34931,312.59498,130267.8308,549.2266534,1.4448,40.7,0.309,,,,,,,,,
LT_9,-0.208375133,-0.089410382,4.36180255,6.23,164.1,0.001716,2.27214,1357669.826,0.9502,0.4404,5.5117,3.2307,0.9379,0.3804,5.8783,3.3566,0.9368,0.3573,6.482,3.5263,0.8886,0.4428,5.0445,3.0885,0.8558,0.4013,4.979,0.6622,0.7861,0.4545,4.8439,0.6899,1,2,2,3,1.919267048,2.015937499,2.095714437,2.128225082,126.62105,205.3083,205.35329,312.59184,420250.6041,545.7410195,1.4448,40.7,0.309,,,,,,,,,
RT_1,-0.207363929,-0.087030466,11.77800694,24.99,124.31,0.003159,2.33887,1357669.592,0.9452,0.4076,5.9213,4.3103,0.9692,0.3691,6.8026,4.0195,0.9696,0.2651,6.4132,6.4146,0.8737,0.4107,5.1209,4.253,0.8899,0.4134,5.8662,3.1502,0.7382,0.5589,4.1677,1.9687,1,2,2,3,1.920876102,2.015983383,2.078643789,2.131883909,126.62014,205.30769,205.35028,312.51059,773184.4411,530.1705524,1.4448,40.7,0.309,,,,,,,,,
RT_10,-0.20776233,-0.088170656,13.01425022,29.58,110.87,0.003134,2.3447,1357670.128,0.948,0.3906,6.181,4.8322,0.9688,0.3799,6.7382,3.8968,0.9694,0.2845,6.3663,5.7813,0.8753,0.3966,5.2018,4.5581,0.892,0.4131,5.9573,3.3369,0.7428,0.5469,4.3737,0.5833,1,2,2,3,1.919789572,2.016350664,2.076214343,2.132570749,126.62216,205.30541,205.35002,312.54691,765325.3978,528.8523052,1.4448,40.7,0.309,,,,,,,,,
RT_11,-0.207745211,-0.0863733,4.96407245,19.33,135.24,0.00305,2.34039,1357669.859,0.9432,0.4281,5.7325,3.7648,0.9689,0.3438,6.9499,4.4914,0.8385,0.4907,4.9219,2.7695,0.8712,0.4309,5.042,3.7741,0.8794,0.3882,5.8015,3.609,0.7415,0.568,4.1825,0.272,1,2,2,3,1.921617548,2.014870715,2.083317307,2.131201774,126.62225,205.30698,205.34607,312.38896,749636.9475,529.8262255,1.4448,40.7,0.309,,,,,,,,,
RT_12,-0.207996934,-0.087074117,13.24743596,22.06,126.74,0.002643,2.34193,1357669.894,0.9444,0.4144,5.8045,4.077,0.9701,0.3569,6.897,4.2382,0.9603,0.2192,9.5227,12.0377,0.8729,0.4169,5.0708,4.0707,0.8871,0.4048,5.868,3.372,0.7351,0.5762,4.1595,0.4377,1,2,2,3,1.921565508,2.014544365,2.081248183,2.132980544,126.62135,205.30608,205.34709,312.58869,642712.0486,529.4778238,1.4448,40.7,0.309,,,,,,,,,
RT_13,-0.207711994,-0.086759721,11.42802817,21,125.46,0.002895,2.33894,1357669.848,0.9441,0.418,5.7582,3.9019,0.9705,0.3476,6.8537,4.3144,0.8408,0.4827,4.9147,2.8352,0.8731,0.4193,5.0571,3.9023,0.8846,0.3965,5.8054,3.5125,0.7379,0.5586,4.1704,0.2056,1,2,2,3,1.9213883,2.014865752,2.082463445,2.135632225,126.62165,205.30881,205.34879,312.5869,704201.9685,530.1546855,1.4448,40.7,0.309,,,,,,,,,
RT_14,-0.207855386,-0.086514045,8.23160843,20.15,132.55,0.002978,2.34353,1357670.299,0.9434,0.4234,5.7666,3.9029,0.9691,0.35,6.9504,4.402,0.8386,0.4911,4.9162,2.9412,0.8708,0.4251,5.0491,3.945,0.8807,0.3942,5.8226,3.5066,0.7406,0.5696,4.1791,0.2376,1,2,2,3,1.921161628,2.015326028,2.08233955,2.132042448,126.62251,205.30628,205.34591,312.38878,731731.4094,529.1163331,1.4448,40.7,0.309,,,,,,,,,
RT_15,-0.207698817,-0.08654356,6.62669721,18.78,131.44,0.002331,2.33764,1357669.721,0.9435,0.4222,5.7253,3.8504,0.9707,0.34,7.0096,4.5415,0.8497,0.4257,5.5519,2.4929,0.8723,0.4194,5.0438,4.0228,0.8789,0.3897,5.8249,3.2305,0.7423,0.5688,4.2248,1.8267,1,2,2,3,1.921653975,2.014504902,2.085254181,2.13958711,126.62083,205.30849,205.34727,312.44864,561341.3079,530.4495132,1.4448,40.7,0.309,,,,,,,,,
RT_16,-0.207881011,-0.087569197,13.47569163,25.29,120.94,0.003042,2.34285,1357670.008,0.9459,0.4025,5.9491,4.4033,0.9701,0.3685,6.8516,4.0507,0.9602,0.2288,9.5618,11.5975,0.8741,0.4055,5.1211,4.302,0.89,0.4137,5.9186,3.3276,0.7343,0.5685,4.193,0.3842,1,2,2,3,1.920028646,2.014787582,2.079396547,2.133366588,126.62171,205.30575,205.34819,312.59049,737788.9681,529.2699063,1.4448,40.7,0.309,,,,,,,,,
RT_17,-0.207414379,-0.086357638,12.05900792,21.44,129.38,0.002801,2.33967,1357669.96,0.9438,0.421,5.7722,3.922,0.9697,0.3544,6.8616,4.2542,0.9667,0.2669,6.9808,8.2568,0.8721,0.4247,5.0591,3.8976,0.8857,0.3984,5.8336,3.4785,0.872,0.2948,5.914,7.6054,1,2,2,3,1.920519982,2.014803713,2.080919508,2.133617351,126.62124,205.3063,205.34733,312.54785,675022.6674,529.989272,1.4448,40.7,0.309,,,,,,,,,
RT_18,-0.207121248,-0.086154695,12.76300953,20.7,131.59,0.002839,2.33798,1357669.603,0.9437,0.4179,5.7539,3.9282,0.9702,0.3501,6.8859,4.3099,0.9694,0.2537,6.6337,7.2872,0.8725,0.4211,5.0587,3.9383,0.8856,0.3945,5.8237,3.5064,0.7397,0.5559,4.1597,0.2711,1,2,2,3,1.921127013,2.014651831,2.084162662,2.140523768,126.62077,205.30824,205.34946,312.52033,705006.0629,530.3723727,1.4448,40.7,0.309,,,,,,,,,
RT_19,-0.20749421,-0.085413541,8.40802141,16.15,139.71,0.002305,2.34215,1357669.932,0.9422,0.4447,5.5918,3.3057,0.9675,0.3162,6.8405,4.8405,0.9607,0.2119,8.6484,9.4747,0.8705,0.4501,4.9866,3.281,0.8669,0.3817,5.5821,3.5421,0.7495,0.5788,4.2031,1.5437,1,2,2,3,1.92124569,2.014404627,2.084622028,2.134714969,126.62091,205.30835,205.34405,312.39168,572279.2176,529.4280896,1.4448,40.7,0.309,,,,,,,,,
RT_2,-0.207675126,-0.087127908,11.87141833,22.04,123.15,0.002879,2.33542,1357669.844,0.9448,0.4148,5.8292,4.0783,0.9703,0.3595,6.806,4.1492,0.9719,0.2515,6.4993,6.8682,0.8741,0.4177,5.0964,4.0408,0.8904,0.3959,5.8493,3.3595,0.7342,0.5313,4.1525,0.3683,1,2,2,3,1.92151893,2.014753087,2.081267643,2.130394799,126.6198,205.30613,205.34831,312.37391,691732.6032,530.9537471,1.4448,40.7,0.309,,,,,,,,,
RT_20,-0.207413822,-0.086775639,12.24486182,22.43,124.09,0.002748,2.33753,1357670.863,0.9444,0.4127,5.8347,4.1403,0.9706,0.3588,6.8906,4.2095,0.9697,0.2595,6.528,6.9248,0.8729,0.4144,5.0839,4.1527,0.8861,0.402,5.8748,3.4104,0.7391,0.5543,4.2208,0.3919,1,2,2,3,1.921022124,2.014972705,2.083110415,2.138293011,126.62075,205.3073,205.34802,312.5646,662211.8565,530.4744752,1.4448,40.7,0.309,,,,,,,,,
RT_21,-0.207795258,-0.085313491,7.36581803,10.93,142.03,0.001991,2.33618,1357669.891,0.9413,0.4561,5.4569,3.2079,0.9651,0.3032,6.6472,5.2351,0.9678,0.1699,8.4762,8.9904,0.8689,0.4627,4.9131,3.1628,0.8582,0.3749,5.3875,4.1265,0.7504,0.5559,4.1687,0.5266,1,2,2,3,1.92078864,2.013606963,2.088975108,2.139789943,126.62,205.30718,205.34537,312.58322,493154.6714,530.7810186,1.4448,40.7,0.309,,,,,,,,,
RT_22,-0.207272575,-0.086398594,11.87027938,23.48,130.37,0.00313,2.34323,1357669.978,0.9442,0.4137,5.8344,4.1155,0.9689,0.3639,6.8335,4.1124,0.9694,0.26,6.449,6.756,0.8727,0.4174,5.0855,4.0704,0.8875,0.4056,5.8403,3.3046,0.7375,0.5642,4.1447,0.6081,1,2,2,3,1.920692323,2.014487776,2.080421592,2.132265227,126.62216,205.30737,205.34914,312.50003,777516.2008,529.184075,1.4448,40.7,0.309,,,,,,,,,
RT_23,-0.207506536,-0.085995845,10.71478585,16,136.87,0.002351,2.33372,1357669.8,0.9427,0.4351,5.6264,3.4854,0.9701,0.3189,6.9731,4.8586,0.9587,0.2053,9.5315,12.2133,0.8715,0.438,5.0041,3.5192,0.872,0.3759,5.7026,3.6806,0.748,0.5534,4.2383,0.4984,1,2,2,3,1.922101454,2.013386699,2.087673825,2.140715768,126.62087,205.30863,205.34628,312.44556,575446.3614,531.3405207,1.4448,40.7,0.309,,,,,,,,,
RT_24,-0.207910943,-0.085458967,8.99820208,11.29,141.3,0.001914,2.33595,1357669.855,0.9414,0.4544,5.4548,3.2129,0.9659,0.3009,6.6931,5.2768,0.9665,0.16,9.3361,11.9367,0.8693,0.4603,4.9134,3.1734,0.8595,0.3702,5.4176,4.1496,0.749,0.5435,4.1585,0.9536,1,2,2,3,1.921816849,2.013803615,2.089810039,2.140214008,126.62048,205.30662,205.34521,312.58862,463210.8605,530.8332798,1.4448,40.7,0.309,,,,,,,,,
RT_25,-0.207493768,-0.08676353,11.64852906,21.91,122.93,0.002714,2.3389,1357669.979,0.9445,0.4131,5.8158,4.1019,0.9708,0.3582,6.8543,4.1925,0.9717,0.2547,6.5042,6.9508,0.8731,0.4154,5.0803,4.0911,0.8869,0.3996,5.8439,3.3278,0.7373,0.5599,4.1854,0.3131,1,2,2,3,1.921011192,2.015810259,2.08266512,2.135902151,126.62171,205.30729,205.34942,312.45238,651762.9284,530.1637522,1.4448,40.7,0.309,,,,,,,,,
RT_26,-0.207678557,-0.086453003,9.33706664,19.5,133.7,0.002949,2.3417,1357669.822,0.9438,0.4241,5.7649,3.8723,0.9693,0.3504,6.9727,4.3668,0.8397,0.5021,4.9622,1.996,0.872,0.4279,5.0613,3.8452,0.882,0.3973,5.843,3.1448,0.739,0.5752,4.1848,2.2566,1,2,2,3,1.921234499,2.015704343,2.083125296,2.130281437,126.61961,205.30495,205.34685,312.39352,719608.5764,529.5298288,1.4448,40.7,0.309,,,,,,,,,
RT_27,-0.207416183,-0.08645959,11.90147489,20.51,127.26,0.002625,2.33637,1357669.723,0.9438,0.4185,5.7533,3.9314,0.9711,0.3491,6.8789,4.3195,0.9717,0.2446,6.5429,7.1757,0.8719,0.4207,5.0511,3.9526,0.8863,0.3932,5.8366,3.4396,0.7376,0.5571,4.1841,0.3379,1,2,2,3,1.921471832,2.014960546,2.084393917,2.137820619,126.62102,205.30752,205.34909,312.32901,630540.037,530.737854,1.4448,40.7,0.309,,,,,,,,,
RT_28,-0.207639201,-0.086297093,9.70848374,18.8,136.68,0.002929,2.34068,1357669.766,0.9437,0.4278,5.7276,3.739,0.9691,0.3424,6.9779,4.4822,0.8382,0.5047,4.9275,1.9229,0.8723,0.4298,5.0522,3.7801,0.8804,0.3912,5.8201,3.2038,0.7407,0.5708,4.18,2.1724,1,2,2,3,1.921180106,2.015203464,2.08416722,2.131028156,126.6198,205.30604,205.34621,312.47691,715634.1039,529.7605824,1.4448,40.7,0.309,,,,,,,,,
RT_29,-0.207834769,-0.08535353,7.80893735,10.22,139.54,0.002016,2.33528,1357669.796,0.9417,0.4561,5.4364,3.2229,0.965,0.303,6.5832,5.2806,0.8278,0.521,4.6457,1.4871,0.8696,0.4617,4.9034,3.1718,0.8585,0.3709,5.3549,4.1221,0.748,0.5601,4.1266,0.5143,1,2,2,3,1.920951847,2.013701318,2.088652676,2.139438711,126.61987,205.3068,205.34558,312.58997,501322.6284,530.9855777,1.4448,40.7,0.309,,,,,,,,,
RT_3,-0.207498545,-0.085719029,8.354297,16.85,138.71,0.0026,2.33874,1357669.833,0.9426,0.4402,5.6262,3.406,0.9684,0.3209,6.8861,4.8036,0.9734,0.1387,9.5849,9.3188,0.8708,0.4444,5.0035,3.4048,0.8692,0.3786,5.6341,3.6371,0.7484,0.5586,4.214,0.4559,1,2,2,3,1.920901091,2.014243779,2.085274562,2.135272816,126.62111,205.30607,205.34556,311.94024,645367.4421,530.2000222,1.4448,40.7,0.309,,,,,,,,,
RT_30,-0.207534279,-0.085641683,7.83148899,16.35,136.71,0.002635,2.33927,1357669.736,0.9421,0.4407,5.6065,3.3889,0.9686,0.3187,6.8708,4.8172,0.8333,0.5116,4.7944,2.0761,0.8703,0.444,4.9886,3.4095,0.8693,0.3766,5.6257,3.6519,0.7479,0.5607,4.2065,0.4444,1,2,2,3,1.92104711,2.014929279,2.085552205,2.13660923,126.6211,205.30964,205.34479,312.35734,657955.7182,530.0798967,1.4448,40.7,0.309,,,,,,,,,
RT_31,-0.207266079,-0.085699012,9.88849786,17.13,141.54,0.002796,2.3387,1357669.469,0.9427,0.4311,5.6518,3.5751,0.969,0.3284,6.9833,4.7142,0.8359,0.5006,4.8985,1.6851,0.8715,0.4346,5.0153,3.5936,0.8757,0.3807,5.7446,3.3344,0.7454,0.568,4.1762,1.7442,1,2,2,3,1.921295917,2.014589288,2.086236324,2.139338683,126.62111,205.30942,205.34663,312.44258,692507.27,530.2090905,1.4448,40.7,0.309,,,,,,,,,
RT_32,-0.207684392,-0.085059499,9.53886116,10.09,143.95,0.002014,2.33802,1357669.418,0.9416,0.4549,5.4244,3.2349,0.964,0.3036,6.5788,5.3064,0.8283,0.4834,4.6506,1.6893,0.8694,0.4588,4.8939,3.1816,0.8592,0.3674,5.3452,3.7817,0.7474,0.5199,4.1018,3.5357,1,2,2,3,1.922016909,2.014112956,2.090039952,2.141611776,126.62056,205.30692,205.34637,312.5846,504530.0215,530.3632989,1.4448,40.7,0.309,,,,,,,,,
RT_33,-0.20719432,-0.086519282,12.24476788,23,127.72,0.002925,2.33879,1357669.64,0.944,0.4116,5.8414,4.1667,0.9699,0.3629,6.8468,4.1371,0.9697,0.2629,6.5045,6.8576,0.8721,0.4139,5.0812,4.1652,0.8877,0.404,5.8529,3.3791,0.739,0.5562,4.1783,0.299,1,2,2,3,1.920838098,2.015249364,2.08204851,2.13811459,126.62224,205.30777,205.34979,312.47909,722890.6642,530.1886873,1.4448,40.7,0.309,,,,,,,,,
RT_34,-0.20727305,-0.0857114,9.97622707,17.35,138.57,0.002635,2.33973,1357669.519,0.9427,0.429,5.6628,3.6331,0.9694,0.3326,6.9648,4.6291,0.8381,0.4958,4.963,1.8285,0.871,0.4328,5.0144,3.6383,0.8783,0.3814,5.759,3.3508,0.743,0.5702,4.1566,1.5733,1,2,2,3,1.921686239,2.015530203,2.086251423,2.138795222,126.62194,205.3077,205.34629,311.93964,654329.6358,529.975681,1.4448,40.7,0.309,,,,,,,,,
RT_35,-0.20719738,-0.086102573,12.23479992,22.21,132.61,0.003044,2.34327,1357670.688,0.9436,0.4179,5.7918,4.0081,0.9688,0.36,6.8446,4.1817,0.9684,0.2629,6.5941,7.2642,0.8718,0.4218,5.066,3.985,0.8862,0.4017,5.8208,3.45,0.738,0.5577,4.1394,0.2632,1,2,2,3,1.920397875,2.015520032,2.080800327,2.132799334,126.6225,205.30837,205.34701,312.55928,760577.2981,529.1750417,1.4448,40.7,0.309,,,,,,,,,
RT_36,-0.20710884,-0.086205496,12.27923561,21.44,129.75,0.002832,2.339,1357669.766,0.9437,0.4152,5.7796,4.0187,0.9703,0.3542,6.8819,4.258,0.9694,0.2575,6.5748,7.1425,0.8721,0.418,5.0627,4.0312,0.8863,0.3979,5.8396,3.4575,0.7393,0.5567,4.1697,0.2819,1,2,2,3,1.920888857,2.014601946,2.083565694,2.140720206,126.62059,205.30763,205.35042,312.537,701971.0584,530.1410859,1.4448,40.7,0.309,,,,,,,,,
RT_37,-0.207167824,-0.086233577,10.57987785,22.5,128.36,0.002783,2.34037,1357669.757,0.9436,0.4158,5.7915,4.0296,0.9697,0.3573,6.8332,4.1784,0.9704,0.2049,6.7763,6.9037,0.872,0.4187,5.0645,4.0243,0.8862,0.4041,5.8143,3.2711,0.739,0.5569,4.1627,1.1129,1,2,2,3,1.921230335,2.015113396,2.081612116,2.13584035,126.62192,205.3102,205.34961,312.55249,679330.5879,529.8307533,1.4448,40.7,0.309,,,,,,,,,
RT_38,-0.207579512,-0.086763848,10.54370438,24.46,123.15,0.002741,2.34351,1357670.841,0.9443,0.414,5.8829,4.194,0.9691,0.3672,6.8079,4.0749,0.967,0.2409,7.11,7.3561,0.8715,0.4169,5.0867,4.1524,0.8858,0.4081,5.8394,3.3525,0.8777,0.279,6.0665,7.2172,1,2,2,3,1.919881246,2.0148459,2.079843263,2.131601511,126.62288,205.3069,205.34779,312.32372,663602.978,529.1208486,1.4448,40.7,0.309,,,,,,,,,
RT_39,-0.207608302,-0.086957691,10.29863843,23.72,120.71,0.002749,2.34132,1357670.008,0.9448,0.4099,5.8571,4.2011,0.9704,0.361,6.8333,4.1441,0.9712,0.1981,6.6168,6.4565,0.8735,0.4131,5.0927,4.1561,0.8875,0.4034,5.8539,3.4103,0.7383,0.5504,4.1937,0.2845,1,2,2,3,1.920345021,2.01516575,2.081024267,2.13487283,126.62239,205.30838,205.34929,312.56493,659635.4531,529.6157723,1.4448,40.7,0.309,,,,,,,,,
RT_4,-0.207580136,-0.08696764,8.91311197,25.78,129.39,0.003558,2.35013,1357670.067,0.945,0.4109,6.0297,4.4077,0.968,0.3735,6.898,4.0067,0.9707,0.1706,9.1823,8.991,0.8722,0.4159,5.1585,4.2546,0.8924,0.4103,6.0428,3.3617,0.7342,0.5669,4.3352,0.3827,1,2,2,3,1.920790983,2.016683912,2.077883779,2.130088496,126.62052,205.30606,205.34441,312.58907,878328.6093,527.6303864,1.4448,40.7,0.309,,,,,,,,,
RT_40,-0.207572137,-0.087676371,13.08778454,26.42,114.97,0.002653,2.341,1357669.999,0.9465,0.3951,6.0346,4.6386,0.9708,0.3718,6.8589,4.0246,0.9698,0.2295,7.0765,9.1297,0.8744,0.3997,5.1489,4.4717,0.8912,0.408,5.9689,3.3575,0.7394,0.553,4.2999,0.527,1,2,2,3,1.920713669,2.016096476,2.079532159,2.139792046,126.62116,205.30714,205.35079,312.55943,636889.0843,529.6881674,1.4448,40.7,0.309,,,,,,,,,
RT_41,-0.207656441,-0.088041557,12.63025956,28.17,111.53,0.002782,2.34214,1357670.081,0.9473,0.391,6.1292,4.7876,0.97,0.3764,6.8112,3.9563,0.9696,0.2342,7.007,8.808,0.875,0.3966,5.1827,4.5436,0.8905,0.4103,5.9674,3.3296,0.7415,0.5482,4.3654,0.5623,1,2,2,3,1.92081363,2.016071675,2.078167221,2.138353806,126.62112,205.30731,205.3511,312.55603,668001.6998,529.43035,1.4448,40.7,0.309,,,,,,,,,
RT_42,-0.208193623,-0.08521562,6.76330302,7.6,143.02,0.001407,2.34026,1357669.754,0.942,0.4566,5.3555,3.3657,0.959,0.3265,6.193,5.0726,0.8247,0.5065,4.5439,1.7648,0.8695,0.4597,4.8465,3.2669,0.8385,0.3961,5.0356,3.4113,0.7573,0.5048,4.134,2.5698,1,2,2,3,1.921733592,2.013550347,2.089432937,2.135784867,126.62117,205.3073,205.35017,312.56385,351880.5804,529.8556571,1.4448,40.7,0.309,,,,,,,,,
RT_43,-0.207868108,-0.08562471,7.42509055,12.07,137.8,0.001842,2.33671,1357669.706,0.942,0.4494,5.4819,3.2366,0.9672,0.2998,6.7386,5.1989,0.9683,0.1568,9.3587,11.1223,0.8707,0.4543,4.9361,3.2289,0.8668,0.3623,5.506,4.2298,0.744,0.5439,4.1336,0.8268,1,2,2,3,1.921907646,2.013908389,2.089167059,2.140060747,126.62048,205.30634,205.34555,312.5181,448463.0861,530.6606297,1.4448,40.7,0.309,,,,,,,,,
RT_44,-0.2078348,-0.085490875,7.5592463,12.04,137.51,0.002033,2.3376,1357669.799,0.9418,0.4502,5.4788,3.2334,0.9669,0.2999,6.7267,5.224,0.8289,0.5036,4.7196,1.8079,0.8697,0.4543,4.9264,3.2341,0.8642,0.3673,5.4727,4.0505,0.7465,0.5505,4.1464,1.223,1,2,2,3,1.921562385,2.014108488,2.087820395,2.140263769,126.62009,205.30614,205.34751,312.37889,494352.9924,530.45859,1.4448,40.7,0.309,,,,,,,,,
RT_45,-0.20797123,-0.085619288,7.93559272,10.81,135.56,0.001795,2.33518,1357669.71,0.9418,0.4528,5.4516,3.225,0.9668,0.2988,6.6562,5.2954,0.8296,0.5036,4.6963,1.9971,0.8698,0.4568,4.911,3.2043,0.8623,0.3655,5.4177,4.2028,0.747,0.5464,4.139,0.9549,1,2,2,3,1.921310751,2.013472125,2.088453974,2.14138133,126.62039,205.30632,205.34662,312.58922,441934.7767,531.0083163,1.4448,40.7,0.309,,,,,,,,,
RT_46,-0.207684087,-0.087833621,8.33779241,28.51,120.88,0.003985,2.34696,1357670.135,0.947,0.3997,6.1778,4.6884,0.9687,0.376,6.8096,3.9319,0.8457,0.4864,5.0175,3.1135,0.8744,0.4057,5.2229,4.4388,0.8962,0.4094,6.066,3.409,0.7351,0.5519,4.4432,0.4604,1,2,2,3,1.920936751,2.016712176,2.076894798,2.133968369,126.62063,205.30566,205.34634,312.58614,965983.0131,528.343048,1.4448,40.7,0.309,,,,,,,,,
