Structure,HOMO,LUMO,dipolemoment,H_T1_S1,H_T1_S0,f,emission_energy,density_Pt,CT_S1,R_EH _S1a,LAMBDA_S1,R_EH _S1b,CT_S2,R_EH _S2a,LAMBDA_S2,R_EH _S2b,CT_S3,R_EH _S3a,LAMBDA_S3,R_EH _S3b,CT_T1,R_EH _T1a,LAMBDA_T1,R_EH _T1b,CT_T2,R_EH _T2a,LAMBDA_T2,R_EH _T2b,CT_T3,R_EH _T3a,LAMBDA_T3,R_EH _T3b,coor_bond_type (1),coor_bond_type (2),coor_bond_type (3),coor_bond_type (4),coor_bond_length (1),coor_bond_length (2),coor_bond_length (3),coor_bond_length (4),density_coor (1),density_coor (2),density_coor (3),density_coor (4),Calc_Kr,Calc_lambda,refractive_index,E_T(30),E_T^N,Quantum Yield,Exp. Kr,lambda,Exp. lifetime,,Refer,,,Note
generate_pred_46,-0.210093511,-0.081992612,7.38866479,5.45,175.75,0.0009137,2.37086,1357669.351,0.9322,0.4923,5.0177,3.023,0.9337,0.3935,5.8124,4.6036,0.8955,0.3751,5.9018,4.714,0.8278,0.4969,4.2814,2.8407,0.8633,0.4495,4.9496,3.596,0.7329,0.5436,4.1425,0.8611,1,2,2,3,1.920273158,2.014510611,2.093808492,2.130078168,126.62063,205.31202,205.34728,312.5977,254918.6307,523.0169643,1.4448,40.7,0.309,,,,,,,,,
generate_pred_47,-0.20834751,-0.08017675,7.03791406,24.48,154.22,0.001439,2.416,1357669.543,0.9308,0.4627,5.205,3.214,0.9572,0.3357,6.2194,4.2973,0.8178,0.552,4.4086,1.4506,0.8357,0.4852,4.4655,2.9296,0.8775,0.3718,5.3135,3.8453,0.7572,0.5503,4.0408,1.2536,1,2,2,3,1.921252716,2.01311947,2.08738353,2.132812462,126.62184,205.30927,205.34179,312.59204,397323.5631,513.2450331,1.4448,40.7,0.309,,,,,,,,,
generate_pred_48,-0.207543855,-0.087223673,6.717408,8.35,168.56,0.0006419,2.28631,1357669.498,0.9457,0.4528,5.4599,3.4006,0.9374,0.3862,5.8321,4.3555,0.8686,0.5073,5.1879,2.3283,0.8811,0.4567,4.9988,3.3027,0.7913,0.5222,4.4138,1.2905,0.8108,0.4614,4.7711,2.5321,1,2,2,3,1.917361468,2.014438135,2.095945849,2.128682456,126.62163,205.31062,205.3542,312.5922,232492.6479,542.3586478,1.4448,40.7,0.309,,,,,,,,,
generate_pred_49,-0.205125959,-0.08694289,5.02194371,20.15,169.68,0.0003908,2.12957,1357670.539,0.908,0.4933,5.5044,2.2187,0.9158,0.4655,5.5384,2.098,0.9789,0.3371,6.4198,2.873,0.822,0.4991,4.7152,2.1276,0.8213,0.4832,4.697,1.9995,0.7738,0.4973,4.3075,0.5947,1,2,2,3,1.897500198,2.047073521,2.07133918,2.081891928,126.6216,205.28216,205.35121,312.61929,108821.6148,582.2771733,1.4448,40.7,0.309,,,,,,,,,
generate_pred_5,-0.208429232,-0.079885199,6.05517157,10.07,168.87,0.0004875,2.40928,1357669.659,0.9367,0.4665,5.0989,3.2951,0.9425,0.3962,5.9149,4.6395,0.8142,0.5848,4.2902,1.0647,0.8388,0.472,4.3843,3.1021,0.8539,0.45,4.9184,3.4508,0.7153,0.6034,3.7277,0.9855,1,2,2,3,1.919461383,2.013141823,2.092201233,2.129093939,126.61806,205.31025,205.35541,312.38591,179055.6269,514.6765839,1.4448,40.7,0.309,,,,,,,,,
generate_pred_50,-0.208613174,-0.078913754,6.88132435,34.59,163.08,0.001235,2.44059,1357669.798,0.9255,0.429,5.1283,3.7849,0.9539,0.4263,6.1117,3.6424,0.8101,0.5766,4.2167,1.3372,0.8236,0.4606,4.2876,3.3322,0.8652,0.4601,5.1085,2.9603,0.7257,0.5887,3.728,0.8595,1,2,2,3,1.919177167,2.013902927,2.089155571,2.125230576,126.62307,205.31578,205.34423,312.59786,359954.573,508.0738674,1.4448,40.7,0.309,,,,,,,,,
generate_pred_6,-0.209232791,-0.077670702,6.81554566,13.87,161.43,0.0003194,2.41996,1357669.65,0.9271,0.5088,4.9144,2.7982,0.9363,0.3928,5.7804,4.521,0.8244,0.5786,4.4357,1.325,0.8106,0.5178,4.1197,2.6,0.854,0.4469,4.8421,3.5957,0.7453,0.5864,3.9066,0.8518,1,2,2,3,1.918712329,2.013641974,2.091661062,2.128976515,126.62152,205.30811,205.35488,312.59831,134008.5444,512.4051637,1.4448,40.7,0.309,,,,,,,,,
generate_pred_7,-0.210526038,-0.087160465,6.50331483,69.71,186.92,0.001145,2.32472,1357670.36,0.9202,0.425,5.9166,4.6751,0.9319,0.4591,5.2199,3.0481,0.9007,0.544,5.8045,3.4177,0.8051,0.4645,4.6662,4.1362,0.8161,0.5127,4.3932,2.0266,0.7909,0.5992,4.6565,2.0278,1,2,2,3,1.900898998,2.051413659,2.067085871,2.076075866,126.62403,205.28815,205.35571,312.61093,342534.0508,533.3975705,1.4448,40.7,0.309,,,,,,,,,
generate_pred_8,-0.208673143,-0.077713398,6.69793315,14.4,160.07,0.0003998,2.43496,1357669.594,0.9291,0.4906,4.9458,3.0136,0.9501,0.3561,6.0406,4.9153,0.8059,0.5927,4.1329,0.8993,0.8235,0.5033,4.1896,2.7864,0.8542,0.4177,4.9561,3.953,0.7127,0.6213,3.6006,0.4426,1,2,2,3,1.919381671,2.01299081,2.091163552,2.131483286,126.62347,205.31859,205.35125,312.51375,166777.7243,509.2486119,1.4448,40.7,0.309,,,,,,,,,
generate_pred_9,-0.203785704,-0.099998672,7.2567831,1.7,242.83,0.0003182,1.83076,1357663.028,0.9348,0.4386,5.4212,3.0474,0.9562,0.3897,5.913,3.3517,0.925,0.285,7.4483,6.9309,0.8877,0.4412,5.103,3.0436,0.909,0.3911,5.4758,3.342,0.7217,0.4655,4.0955,3.161,2,2,3,3,1.990161802,1.990663708,2.013163431,2.015240929,205.26763,205.26669,312.59057,312.55826,51044.65592,677.3143394,1.4448,40.7,0.309,,,,,,,,,
LT_1,-0.20736973,-0.086946797,7.83186009,9.81,154.03,0.0007524,2.2908,1357669.489,0.9452,0.4552,5.4694,3.3433,0.951,0.3504,6.0813,4.7833,0.8539,0.5121,4.9215,1.9256,0.8804,0.4575,5.0025,3.2874,0.7931,0.4609,4.6876,1.5863,0.8147,0.4909,4.5737,0.6924,1,2,2,3,1.918454847,2.016485557,2.091218544,2.131559288,126.62572,205.31071,205.35689,312.59328,255219.2713,541.2956173,1.4448,40.7,0.309,,,,,,,,,
LT_10,-0.209992581,-0.10305416,1.84268839,21.41,106.34,0.001311,2.16409,1357670.259,0.9722,0.3011,7.3793,6.5232,0.9522,0.3928,5.5703,3.4574,0.9371,0.3823,6.4651,4.4872,0.9294,0.3149,6.6585,6.1922,0.8473,0.4194,4.846,2.6358,0.8215,0.4585,5.3083,3.3191,1,2,2,3,1.914855086,2.045412917,2.054661529,2.101916269,126.62723,205.28604,205.37102,312.58176,340176.8131,572.9891086,1.4448,40.7,0.309,,,,,,,,,
LT_11,-0.208159195,-0.087756523,7.55384205,5.89,159.59,0.0004566,2.26685,1357669.298,0.9424,0.452,5.3499,3.5142,0.947,0.3655,5.9925,4.7242,0.8472,0.5245,4.7199,1.9516,0.8714,0.4526,4.8075,3.4501,0.7697,0.506,4.4397,1.1939,0.8336,0.4701,4.6626,1.7118,1,2,2,3,1.921021083,2.015975694,2.094830065,2.138725321,126.62845,205.3143,205.35101,312.59355,135194.9416,547.0145797,1.4448,40.7,0.309,,,,,,,,,
LT_12,-0.208390276,-0.087930489,7.56231936,9.58,153.63,0.0005102,2.26616,1357669.774,0.9427,0.4552,5.3422,3.4085,0.9565,0.3395,6.1553,4.9715,0.837,0.5326,4.5899,1.5982,0.8706,0.4571,4.7927,3.3416,0.7732,0.5054,4.452,1.2275,0.8328,0.4658,4.6724,1.9027,1,2,2,3,1.921694305,2.014267609,2.091665604,2.138929171,126.61926,205.31114,205.35399,312.59316,148945.6163,547.1811346,1.4448,40.7,0.309,,,,,,,,,
LT_13,-0.208285637,-0.09194311,4.09751707,8.22,155.81,0.0004002,2.18393,1357669.378,0.9479,0.4461,5.4386,3.6045,0.9576,0.3426,6.2249,4.9669,0.9668,0.2416,5.5747,3.5218,0.8847,0.4436,4.9579,3.6072,0.7692,0.4753,4.4872,0.8142,0.8712,0.3974,5.1295,3.422,1,2,2,3,1.918997916,2.01467516,2.094218231,2.137172197,126.62605,205.31211,205.34447,312.5591,105322.876,567.783766,1.4448,40.7,0.309,,,,,,,,,
LT_14,-0.207813508,-0.091048468,8.15111161,8.33,158.57,0.0004395,2.19051,1357669.387,0.9464,0.4524,5.4419,3.4768,0.9474,0.3568,6.0992,4.4802,0.9534,0.3628,5.5972,2.6435,0.8822,0.4493,4.9465,3.4691,0.7681,0.4501,4.48,0.5862,0.8668,0.3841,5.1736,4.019,1,2,2,3,1.917913971,2.014347785,2.093797029,2.138205088,126.62684,205.31377,205.34447,312.30947,116859.8853,566.0782192,1.4448,40.7,0.309,,,,,,,,,
LT_15,-0.208736342,-0.10198021,6.40171961,13.44,96.89,0.0008981,2.17659,1357670.058,0.9712,0.3021,7.487,6.7638,0.9529,0.3947,5.528,3.3502,0.9467,0.2777,7.1612,6.9117,0.9259,0.3132,6.6379,6.4533,0.8516,0.4035,4.7615,2.8253,0.8186,0.4411,5.5193,3.0323,1,2,2,3,1.916437841,2.043570405,2.055423557,2.100898379,126.62398,205.28699,205.36717,312.40653,193016.0497,569.6984733,1.4448,40.7,0.309,,,,,,,,,
LT_16,-0.208267553,-0.096970881,6.63501099,9.22,69.38,0.002418,2.2492,1357670.297,0.9647,0.3296,7.167,6.3162,0.9527,0.4088,5.4922,3.3747,0.9363,0.2863,6.9053,6.9309,0.9087,0.3376,6.2056,5.9261,0.8529,0.4016,4.7746,2.7523,0.7755,0.5114,4.9073,2.7886,1,2,2,3,1.915583201,2.039306255,2.05537004,2.097272753,126.62239,205.29167,205.36388,312.58078,604024.0179,551.3071314,1.4448,40.7,0.309,,,,,,,,,
LT_17,-0.208329061,-0.092230215,4.44537071,6.61,162.96,0.00022,2.18396,1357669.391,0.9499,0.4419,5.4688,3.2479,0.9338,0.3481,6.0196,0.449,0.9603,0.3414,6.5412,0.423,0.8871,0.4401,4.9668,3.155,0.8355,0.3864,5.0373,2.7444,0.8424,0.3957,5.155,2.4415,1,2,2,3,1.919678619,2.013674502,2.095052744,2.133081574,126.62177,205.31337,205.345,312.58904,51208.07636,567.7759666,1.4448,40.7,0.309,,,,,,,,,
LT_18,-0.207769759,-0.090303564,7.02288956,12.49,159.38,0.001017,2.20493,1357669.35,0.9456,0.4525,5.4373,3.4378,0.96,0.3202,6.3421,5.1119,0.953,0.2831,5.5185,3.7194,0.8804,0.4524,4.9259,3.4139,0.7893,0.434,4.628,0.9703,0.8564,0.3931,4.9926,2.9055,1,2,2,3,1.921080165,2.013131392,2.09338864,2.135083137,126.62024,205.31429,205.34092,312.59001,221705.9105,562.3761299,1.4448,40.7,0.309,,,,,,,,,
LT_19,-0.208579066,-0.092286721,5.1479469,8.41,146.3,0.0001762,2.18486,1357669.478,0.9471,0.447,5.4553,3.6518,0.9626,0.3328,6.4405,5.3982,0.9675,0.2351,5.5979,3.5455,0.884,0.4431,4.9609,3.6518,0.7645,0.4684,4.5834,0.9668,0.8771,0.3919,5.307,3.5748,1,2,2,3,1.917358861,2.014471146,2.093191821,2.144355148,126.63114,205.31335,205.34378,312.48794,43301.19476,567.5420851,1.4448,40.7,0.309,,,,,,,,,
LT_2,-0.207099385,-0.086322977,7.43455373,5.23,161.3,0.0008408,2.29358,1357669.309,0.9438,0.4445,5.4178,3.628,0.9505,0.3494,6.0829,4.9456,0.8372,0.5302,4.6747,1.9008,0.8772,0.4483,4.9413,3.5274,0.7776,0.4962,4.5597,1.792,0.814,0.4969,4.5626,1.4834,1,2,2,3,1.921852752,2.014832499,2.095076848,2.13631786,126.61952,205.31111,205.34321,312.58998,233163.2854,540.6395242,1.4448,40.7,0.309,,,,,,,,,
LT_20,-0.207890679,-0.090007116,9.66172085,8.46,143.55,0.0001997,2.21531,1357669.388,0.9445,0.452,5.412,3.5651,0.9606,0.3056,6.797,6.858,0.9599,0.2875,5.5756,3.6774,0.8787,0.448,4.8924,3.5991,0.7564,0.4652,4.5039,0.8828,0.8781,0.3738,5.5166,4.7966,1,2,2,3,1.917540352,2.015493984,2.095300933,2.145956663,126.62953,205.31593,205.34496,312.5895,53316.22899,559.7410746,1.4448,40.7,0.309,,,,,,,,,
LT_21,-0.208674086,-0.108145253,4.15297841,20.84,130.88,0.001207,2.0433,1357670.049,0.9752,0.2826,7.7428,7.1002,0.9509,0.2445,7.3456,7.6831,0.9604,0.3817,5.7991,3.495,0.9395,0.2892,7.01,6.9514,0.8399,0.3746,5.3428,4.8774,0.856,0.4028,5.2817,3.419,1,2,2,3,1.915959551,2.046976795,2.059087419,2.096503279,126.62322,205.28485,205.37327,312.56214,254549.1744,606.8614496,1.4448,40.7,0.309,,,,,,,,,
LT_22,-0.208211645,-0.10204752,8.65809979,17.16,117.08,0.001186,2.14604,1357671.078,0.9699,0.3084,7.3176,6.5848,0.9472,0.3209,5.6964,5.1668,0.953,0.2793,6.9144,6.5706,0.9248,0.3166,6.5134,6.3881,0.8382,0.371,4.7383,4.6762,0.8271,0.4198,5.3342,4.4092,1,2,2,3,1.915499152,2.045964565,2.056573121,2.094245688,126.62349,205.28735,205.3726,312.58751,306209.6136,577.8084285,1.4448,40.7,0.309,,,,,,,,,
LT_23,-0.197324666,-0.089088483,7.5426601,12.54,219.35,0.0005425,2.15169,1357670.505,0.9529,0.3381,7.4502,6.0888,0.9377,0.4061,6.4833,1.8158,0.9562,0.4009,7.3637,2.2079,0.884,0.3579,6.1181,5.1045,0.8658,0.4084,5.5676,2.8825,0.8381,0.4287,5.6188,1.6448,1,2,3,2,1.905668124,2.012877791,2.081386557,2.10451087,126.62435,205.30717,312.59625,205.34602,117618.7169,576.2911944,1.4448,40.7,0.309,,,,,,,,,
LT_24,-0.205756989,-0.088278908,8.87137543,9.38,206.09,0.00191,2.2053,1357669.327,0.946,0.44,5.4954,3.6139,0.9077,0.3756,5.2441,1.2288,0.9584,0.361,5.5995,0.3756,0.88,0.4393,4.9488,3.5156,0.7742,0.4617,4.2528,1.0265,0.8333,0.429,4.8657,3.4027,1,2,2,3,1.92136566,2.016115076,2.097383131,2.130590059,126.61865,205.31745,205.30627,312.31922,423957.2784,562.2817757,1.4448,40.7,0.309,,,,,,,,,
LT_25,-0.193355329,-0.084004568,7.31894175,11.74,147.55,4.94E-05,1.83611,1357670.392,0.9037,0.5577,5.1468,2.3994,0.9386,0.4397,5.9838,3.8649,0.9442,0.3846,6.273,4.2131,0.8381,0.5553,4.6039,2.3465,0.8566,0.4424,5.2075,3.6417,0.8118,0.4547,4.567,1.0387,1,2,2,3,1.898321891,2.04205142,2.074093778,2.090518118,126.60989,205.27775,205.3477,312.36445,8267.42907,675.340802,1.4448,40.7,0.309,,,,,,,,,
LT_26,-0.206079868,-0.089655115,8.69990498,17.36,170.2,0.000971,2.19996,1357669.602,0.9456,0.4467,5.7172,3.7502,0.9376,0.3549,7.3542,2.338,0.9548,0.3535,9.9933,6.6051,0.8811,0.4451,5.0647,3.7761,0.8124,0.401,6.3109,4.6373,0.7727,0.4584,4.4515,0.3095,1,2,2,3,1.921289931,2.016325867,2.09001555,2.134670935,126.62071,205.3158,205.33677,312.55447,214901.9658,563.6466118,1.4448,40.7,0.309,,,,,,,,,
LT_27,-0.206810047,-0.090054671,7.73962642,17.9,160.58,0.001805,2.20611,1357669.395,0.946,0.4486,5.6342,3.1342,0.9694,0.3043,7.1526,5.2931,0.9288,0.3093,5.4801,3.8423,0.8813,0.4475,5.0461,3.1359,0.8593,0.3681,5.6957,3.5193,0.8128,0.4155,4.7297,1.9765,1,2,2,3,1.920544454,2.015126051,2.088250224,2.135013349,126.61945,205.31419,205.34379,312.58092,436116.5156,562.0753272,1.4448,40.7,0.309,,,,,,,,,
LT_28,-0.207357149,-0.090524443,6.91413796,9.05,170.7,0.0005025,2.1943,1357669.509,0.9469,0.4577,5.4822,3.2503,0.9261,0.4108,5.7591,2.252,0.94,0.438,5.9008,0.2672,0.8831,0.4561,4.9812,3.2049,0.7898,0.5014,4.7283,2.2269,0.8465,0.3994,5.0273,3.6087,1,2,2,3,1.918329221,2.015013648,2.093456711,2.128673296,126.62429,205.31342,205.34529,312.45734,131193.8044,565.1004876,1.4448,40.7,0.309,,,,,,,,,
LT_29,-0.20706771,-0.089833723,7.58120617,15.93,159.74,0.0008581,2.20905,1357669.471,0.946,0.4509,5.5028,3.1979,0.9675,0.2945,6.7483,5.3744,0.9328,0.3074,5.4372,3.4955,0.8819,0.4492,4.9786,3.1644,0.8271,0.3857,5.1176,2.6721,0.832,0.3995,4.8417,2.2914,1,2,2,3,1.920100518,2.014541139,2.089121825,2.136357882,126.62073,205.31414,205.34721,312.56151,270536.0174,561.3272674,1.4448,40.7,0.309,,,,,,,,,
LT_3,-0.207511422,-0.087099836,6.71903269,6.67,157.3,0.0007338,2.28756,1357669.583,0.9452,0.4518,5.4443,3.515,0.9464,0.37,6.0065,4.7395,0.8552,0.5163,4.926,2.1727,0.8792,0.4538,4.9645,3.431,0.7727,0.5036,4.5273,0.9105,0.8236,0.483,4.6002,1.311,1,2,2,3,1.919679921,2.014442355,2.097431286,2.133801771,126.62124,205.31119,205.35467,312.58874,216515.7814,542.0622847,1.4448,40.7,0.309,,,,,,,,,
LT_30,-0.207664954,-0.090830791,6.8837293,8.83,166.45,0.0004574,2.19308,1357669.364,0.9472,0.4522,5.4434,3.4383,0.9419,0.3658,5.9447,4.1733,0.9445,0.4101,5.5876,1.9015,0.8832,0.4501,4.9527,3.4098,0.7795,0.452,4.4873,0.9782,0.856,0.3796,5.0301,4.0397,1,2,2,3,1.919316806,2.01489156,2.09496969,2.132242013,126.62344,205.31272,205.34524,312.56532,127800.5144,565.4148503,1.4448,40.7,0.309,,,,,,,,,
LT_31,-0.206912127,-0.089573977,6.99877899,8.89,171.54,0.0003811,2.20548,1357669.389,0.9467,0.4542,5.4394,3.4025,0.9329,0.385,5.7988,3.6377,0.937,0.4376,5.6068,1.0643,0.8817,0.4516,4.9374,3.3617,0.7826,0.4574,4.4473,1.0981,0.845,0.3846,4.9022,4.0344,1,2,2,3,1.919254543,2.01557436,2.096824742,2.132777297,126.62211,205.31371,205.34702,312.58473,113293.0951,562.2358852,1.4448,40.7,0.309,,,,,,,,,
LT_32,-0.206854371,-0.089384715,7.77244457,13.55,163.68,0.0005703,2.20773,1357669.253,0.945,0.4543,5.4542,3.3059,0.964,0.3027,6.6026,5.4139,0.9313,0.3209,5.3802,3.1797,0.8803,0.4531,4.9436,3.2843,0.784,0.4303,4.54,0.6849,0.8671,0.3596,5.1965,3.8239,1,2,2,3,1.921229814,2.014696255,2.091423678,2.137874178,126.62047,205.31722,205.34664,312.2811,208257.6265,561.6628845,1.4448,40.7,0.309,,,,,,,,,
LT_33,-0.207468374,-0.090731059,6.95797303,8.71,166.38,0.0004685,2.19068,1357669.313,0.9471,0.4528,5.4443,3.4291,0.9388,0.3717,5.8938,3.9822,0.939,0.4327,5.5977,1.3294,0.8834,0.4513,4.9558,3.3991,0.7816,0.4481,4.494,1.2088,0.8525,0.3843,4.9924,4.113,1,2,2,3,1.918639622,2.015691693,2.095592756,2.131635288,126.62217,205.31431,205.34451,312.58242,126814.5479,566.0342907,1.4448,40.7,0.309,,,,,,,,,
LT_34,-0.207215607,-0.089995308,7.73151627,15.79,154.11,0.001092,2.20738,1357669.621,0.9459,0.4521,5.5037,3.2153,0.969,0.2923,6.755,5.368,0.9413,0.2929,5.5106,3.7726,0.8812,0.4525,4.9738,3.2052,0.8191,0.3947,5.0328,2.1347,0.8417,0.3913,4.9706,2.4189,1,2,2,3,1.92075532,2.014716109,2.088173125,2.138654951,126.62017,205.31487,205.34732,312.56476,248109.6306,561.7519412,1.4448,40.7,0.309,,,,,,,,,
LT_35,-0.206865518,-0.089206908,7.04767686,11.02,174.46,0.0004481,2.21126,1357669.032,0.9462,0.4525,5.4217,3.4074,0.9283,0.3951,5.774,3.3307,0.9244,0.4608,5.631,0.2061,0.8813,0.4503,4.9215,3.3742,0.7827,0.4797,4.4216,1.2557,0.8458,0.3888,4.9306,4.0623,1,2,2,3,1.919319671,2.014447071,2.096246646,2.135175168,126.62549,205.31544,205.34677,312.40511,137794.8235,560.76626,1.4448,40.7,0.309,,,,,,,,,
LT_36,-0.207213768,-0.090075901,6.93032909,8.64,166.44,0.0005088,2.20147,1357670.094,0.9469,0.4569,5.4676,3.314,0.9309,0.401,5.8003,2.8347,0.9403,0.4407,5.7938,0.4519,0.8822,0.4543,4.9582,3.2871,0.7854,0.4862,4.6092,1.9238,0.8459,0.3949,4.9721,3.7191,1,2,2,3,1.918698778,2.01393843,2.094763471,2.131638572,126.62409,205.31224,205.34414,312.58695,113293.2569,563.2600035,1.4448,40.7,0.309,,,,,,,,,
LT_37,-0.207137298,-0.089963048,7.41236873,11.41,159.87,0.0008057,2.19956,1357669.482,0.946,0.4539,5.448,3.3865,0.9633,0.3106,6.4813,5.306,0.9433,0.3033,5.4621,3.4977,0.8813,0.4518,4.9435,3.3316,0.7809,0.4369,4.4939,0.453,0.8643,0.3696,5.1156,3.6403,1,2,2,3,1.921404955,2.01538706,2.093087194,2.131588375,126.6209,205.31374,205.34465,312.56216,193995.3169,563.7491135,1.4448,40.7,0.309,,,,,,,,,
LT_38,-0.207141326,-0.08979538,7.88542759,15.96,157.33,0.001434,2.21119,1357669.539,0.9455,0.4537,5.5378,3.1592,0.9679,0.2962,6.9892,5.5316,0.9402,0.2947,5.4963,3.8011,0.8804,0.4515,4.9865,3.1433,0.8202,0.3963,5.137,2.4686,0.8411,0.3872,5.0219,2.7459,1,2,2,3,1.92057934,2.014893794,2.089898323,2.134416548,126.62004,205.31241,205.34553,312.55303,327344.0354,560.7840122,1.4448,40.7,0.309,,,,,,,,,
LT_39,-0.20790077,-0.091300321,4.93350936,9.08,164.4,0.00046,2.18858,1357669.369,0.9475,0.4511,5.4441,3.4532,0.943,0.3641,5.9637,4.222,0.9448,0.412,5.5838,1.7574,0.8843,0.4492,4.9601,3.4201,0.7793,0.4569,4.4852,1.0416,0.8575,0.3805,5.0524,4.0358,1,2,2,3,1.919056539,2.01438477,2.094521902,2.131445988,126.62099,205.31375,205.34697,312.58445,127179.236,566.5774155,1.4448,40.7,0.309,,,,,,,,,
LT_4,-0.20773772,-0.08766729,6.05740321,9.91,145.72,0.0007292,2.28575,1357669.785,0.9456,0.454,5.472,3.3674,0.9549,0.3422,6.1543,4.8782,0.8535,0.5108,4.9333,1.9024,0.8815,0.4565,5.0097,3.3183,0.794,0.4591,4.7221,1.6224,0.8158,0.4902,4.6109,0.6244,1,2,2,3,1.918171525,2.015341658,2.090156693,2.133182364,126.62547,205.31051,205.35324,312.59431,234256.8871,542.4915236,1.4448,40.7,0.309,,,,,,,,,
LT_40,-0.207510539,-0.090368507,6.91517477,15.97,152.54,0.001114,2.20747,1357669.705,0.9461,0.4523,5.5259,3.167,0.9692,0.2943,6.793,5.3067,0.9419,0.2859,5.5308,3.9031,0.8811,0.4507,4.9844,3.1428,0.8415,0.3711,5.2968,3.0278,0.8212,0.41,4.7488,1.7605,1,2,2,3,1.920257014,2.014477848,2.088518374,2.134429666,126.62099,205.31132,205.34714,312.58493,253319.2357,561.7290382,1.4448,40.7,0.309,,,,,,,,,
LT_41,-0.207953085,-0.101447229,8.97390361,18.62,145.82,0.00168,2.1191,1357670.127,0.9633,0.3297,7.0949,6.3049,0.9415,0.2846,6.353,6.4259,0.9583,0.3159,6.2798,5.3015,0.9135,0.3334,6.2593,6.1769,0.8375,0.3609,4.8758,5.0115,0.8424,0.3987,5.4809,4.6921,1,2,2,3,1.912195335,2.045628754,2.060486836,2.085195434,126.62123,205.2858,205.37298,312.5939,377046.2997,585.1540748,1.4448,40.7,0.309,,,,,,,,,
LT_42,-0.207879323,-0.091440037,4.47024702,8.03,164.82,0.0003869,2.18652,1357669.323,0.948,0.444,5.4403,3.6305,0.9497,0.2812,5.5423,2.3689,0.9488,0.3256,5.6958,2.7094,0.8846,0.4413,4.956,3.6374,0.7637,0.4914,4.3239,0.9122,0.8547,0.3949,5.0161,4.2582,1,2,2,3,1.918849916,2.016615234,2.094494927,2.13826612,126.62686,205.31269,205.34242,312.40591,103546.621,567.1112087,1.4448,40.7,0.309,,,,,,,,,
LT_43,-0.207280992,-0.090382644,8.20967704,8.09,166.65,0.0004375,2.19393,1357669.394,0.9463,0.45,5.4442,3.5097,0.9202,0.3989,5.4109,1.5517,0.9569,0.3408,5.5969,2.2752,0.882,0.4475,4.9453,3.4823,0.7725,0.4533,4.4684,0.7271,0.8476,0.4126,5.02,4.0735,1,2,2,3,1.919087283,2.01704462,2.096187253,2.136178363,126.62423,205.31486,205.34359,312.43112,115325.4316,565.1957902,1.4448,40.7,0.309,,,,,,,,,
LT_44,-0.207666107,-0.091192961,4.99748238,7.77,175.29,0.0006029,2.18634,1357669.355,0.9477,0.4423,5.4476,3.6485,0.9514,0.2743,5.4879,2.5072,0.9427,0.3367,5.6284,2.8259,0.8845,0.4415,4.963,3.625,0.7655,0.4858,4.3266,0.9775,0.8517,0.4035,5.0051,4.3473,1,2,2,3,1.919184202,2.016095484,2.096773951,2.133375963,126.62753,205.31559,205.33023,312.57787,151224.7999,567.1578986,1.4448,40.7,0.309,,,,,,,,,
LT_45,-0.207872081,-0.091525147,4.2412118,7.63,164.33,0.0004254,2.18392,1357669.426,0.9478,0.4443,5.4464,3.6517,0.9461,0.3516,6.0111,4.2994,0.967,0.2468,5.6016,2.9075,0.8843,0.4435,4.962,3.6341,0.7625,0.4904,4.3613,0.8862,0.8661,0.3975,5.1123,4.119,1,2,2,3,1.917997132,2.016641515,2.09341563,2.138642093,126.62566,205.31214,205.34017,312.59333,116230.5002,567.7863658,1.4448,40.7,0.309,,,,,,,,,
LT_46,-0.208540372,-0.101647171,6.99183894,19.48,113.06,0.001214,2.1657,1357670.27,0.9686,0.3082,7.372,6.6519,0.9437,0.3393,6.0204,3.5164,0.9588,0.3171,6.75,4.1713,0.9236,0.3154,6.541,6.4129,0.8498,0.3989,4.7676,2.6565,0.8307,0.4199,5.6706,3.1318,1,2,2,3,1.913060637,2.045070903,2.05850674,2.092482736,126.62215,205.28707,205.36943,312.46874,383665.8174,572.5631436,1.4448,40.7,0.309,,,,,,,,,
LT_47,-0.207579726,-0.10014302,6.93882547,20.55,175.24,0.00195,2.07933,1357670.462,0.9503,0.3701,6.7169,5.5634,0.9527,0.3464,6.9316,5.0341,0.9475,0.4377,6.0171,1.6528,0.8935,0.3747,5.8903,5.4348,0.8475,0.4496,4.7747,1.5566,0.8523,0.4118,5.9542,3.65,1,2,2,3,1.903402742,2.044719296,2.065686085,2.068151107,126.61788,205.28302,205.36721,312.59019,400969.3547,596.3459384,1.4448,40.7,0.309,,,,,,,,,
LT_48,-0.208537936,-0.101240243,6.79664469,16.99,131.87,0.001349,2.15246,1357670.107,0.9641,0.3246,7.2556,6.4933,0.9417,0.3717,5.7761,2.8462,0.9556,0.311,6.8494,5.0294,0.9136,0.3309,6.3665,6.2942,0.8424,0.4059,4.7772,2.591,0.8408,0.4272,5.7232,2.9887,1,2,2,3,1.913070046,2.044266861,2.058236867,2.08648652,126.62081,205.28738,205.36715,312.5067,291632.5546,576.0850376,1.4448,40.7,0.309,,,,,,,,,
